session_id,session_id,site0,site1,site2,site3,site4,site5,site6,site7,site8,site9,user_id
1861,1862,492,527,527,527,492,18,5,17,5,20,39
1862,1863,492,492,527,527,527,18,17,5,492,20,39
1863,1864,37,24,24,492,44,527,80,5,527,17,39
1864,1865,5,18,492,527,20,492,527,527,466,5,39
1865,1866,17,5,18,492,20,22,492,527,5,527,39
1866,1867,17,492,527,18,5,20,3,15,15,3,39
1867,1868,4,72,15,15,4,15,3,31,107,4745,39
1868,1869,17,3,18,5,6,44,3,2725,15,22,39
1869,1870,2725,15,442,17,18,5,442,107,442,442,39
1870,1871,20,44,37,24,24,24,24,24,260,137,39
1871,1872,4,6,113,24,24,24,27,3,24,24,39
1872,1873,24,24,24,10,1051,442,442,52,442,442,39
1873,1874,442,442,442,442,442,442,442,442,442,442,39
1874,1875,442,442,442,442,2,3,3,2,15,3,39
1875,1876,3,2365,2365,1168,2365,3,767,767,767,767,39
1876,1877,442,442,442,442,10,27,6,4,37,24,39
1877,1878,24,24,15,15,15,15,15,15,15,3,39
1878,1879,15,3,59,31,3,136,59,767,3,59,39
1879,1880,136,2240,103,136,2240,103,103,2240,3,3,39
1880,1881,59,136,3,15,15,15,15,3,15,3,39
1881,1882,59,136,59,442,442,442,442,442,442,442,39
1882,1883,442,442,60,60,267,39,15,72,2,15,39
1883,1884,137,113,15,67,39,3,24,37,6,2,39
1884,1885,24,80,85,5,3,2,105,105,173,105,39
1885,1886,3,2,27,21,10,3,30,51,33,6,39
1886,1887,205,205,205,3,4,21,10,27,205,205,39
1887,1888,205,205,205,205,3,2,60,60,267,39,39
1888,1889,39,256,37,24,24,67,80,284,85,52,39
1889,1890,1154,1154,284,284,284,37,24,24,15,72,39
1890,1891,2,241,2206,241,1696,241,851,1703,284,851,39
1891,1892,67,67,580,2,15,137,113,6,946,946,39
1892,1893,2287,181,101,180,180,40,181,40,40,180,39
1893,1894,181,40,40,40,181,180,3,2,181,40,39
1894,1895,946,180,180,40,40,946,946,40,181,180,39
1895,1896,101,946,181,40,180,40,81,271,271,271,39
1896,1897,1184,81,164,312,164,163,167,182,5,164,39
1897,1898,192,61,43,81,39,284,284,39,207,24,39
1898,1899,37,24,72,15,15,264,2,264,264,80,39
1899,1900,80,264,535,185,107,41,185,52,306,52,39
1900,1901,41,82,41,185,41,185,185,85,41,187,39
1901,1902,215,82,6,3,2,165,99,287,159,341,39
1902,1903,45,45,70,70,70,97,70,97,95,250,39
1903,1904,156,237,66,49,70,99,2361,1074,1508,1074,39
1904,1905,1508,1074,1508,1074,836,44,17,2,18,3,39
1905,1906,4082,557,537,537,228,1074,3,17,2,836,39
1906,1907,1508,15,85,18,1074,4159,212,352,45,70,39
1907,1908,70,70,2361,17,836,1074,1508,44,3,2,39
1908,1909,18,4086,1074,1508,836,18,3,2,17,4076,39
1909,1910,4069,2361,1074,6,801,5,22,15,5,22,39
1910,1911,509,5,67,107,17,204,5,44,18,203,39
1911,1912,509,15,193,342,5,204,5,514,260,128,39
1912,1913,570,253,18,5,17,691,509,294,5,570,39
1913,1914,5,787,336,17,18,787,1792,204,570,5,39
1914,1915,488,1792,173,1739,1098,5,31,503,18,503,39
1915,1916,17,2369,70,70,70,45,5,570,1739,70,39
1916,1917,20,70,5,5,18,17,128,852,203,211,39
1917,1918,5,503,5,509,1809,503,5,4097,18,17,39
1918,1919,1929,128,2660,5,128,203,5,570,2660,128,39
1919,1920,3,2,211,798,128,128,4051,99,10,6,39
1920,1921,70,45,99,37,24,237,66,49,24,37,39
1921,1922,24,67,15,580,67,72,2,31,59,3,39
1922,1923,59,136,3,6,2,85,107,185,185,185,39
1923,1924,41,215,215,185,70,228,306,52,52,82,39
1924,1925,99,70,287,95,469,1495,319,319,319,205,39
1925,1926,85,80,205,205,205,205,37,205,205,205,39
1926,1927,319,319,205,37,24,69,69,160,284,284,39
1927,1928,15,72,15,2,137,15,113,37,15,24,39
1928,1929,24,3,6,2,39,264,2,264,264,80,39
1929,1930,80,264,80,535,41,107,185,185,41,52,39
1930,1931,306,82,41,185,41,185,85,85,41,215,39
1931,1932,187,215,82,3,2,2656,2,1759,827,827,39
1932,1933,632,827,827,632,151,1763,76,827,632,297,39
1933,1934,533,76,827,165,287,70,159,341,76,41,39
1934,1935,70,228,99,97,97,82,76,39,70,748,39
1935,1936,70,70,250,15,4,425,45,70,45,287,39
1936,1937,156,95,469,2,31,67,3,6,21,4,39
1937,1938,535,41,41,4,82,41,41,215,165,45,39
1938,1939,45,70,45,70,99,159,748,3,6,21,39
1939,1940,15,70,97,95,250,85,70,21,10,27,39
1940,1941,30,6,3,33,52,99,24,37,24,66,39
1941,1942,49,41,228,82,2,59,31,3,59,59,39
1942,1943,136,5,45,99,49,66,95,469,49,66,39
1943,1944,6,3,2,49,66,66,49,37,24,24,39
1944,1945,66,49,49,66,49,66,37,24,24,15,39
1945,1946,72,137,113,15,2,1790,1913,2862,2,696,39
1946,1947,103,2820,2721,103,136,3,696,260,15,2,39
1947,1948,15,173,51,3,10,27,4,21,80,80,39
1948,1949,264,264,88,3,2,49,66,535,185,41,39
1949,1950,107,52,41,52,306,15,72,15,37,24,39
1950,1951,82,24,185,41,41,185,185,2,264,264,39
1951,1952,264,85,264,85,41,187,215,207,82,165,39
1952,1953,70,45,287,341,99,159,70,70,97,95,39
1953,1954,250,264,97,80,187,80,1495,319,319,319,39
1954,1955,205,205,85,205,6,205,156,45,287,45,39
1955,1956,205,70,70,70,70,205,3,2,205,156,39
1956,1957,156,319,319,39,205,70,264,264,950,50,39
1957,1958,31,34,680,18,44,50,685,34,2400,17,39
1958,1959,131,34,50,219,52,50,5,5,34,5,39
1959,1960,50,34,34,34,34,34,34,34,34,34,39
1960,1961,34,34,34,34,34,34,273,34,34,34,39
1961,1962,5,273,50,260,342,34,131,15,5,34,39
1962,1963,34,173,50,265,50,34,1036,131,193,50,39
1963,1964,50,273,34,4138,537,261,261,99,70,50,39
1964,1965,6,45,70,50,305,5,50,2656,1759,2,39
1965,1966,2691,4047,2691,1660,41,70,228,151,151,1748,39
1966,1967,151,76,533,76,297,82,44,17,18,5,39
1967,1968,45,70,151,76,151,151,151,76,76,151,39
1968,1969,151,151,151,76,76,151,151,76,5,2,39
1969,1970,3,76,6,95,469,76,2,3,76,76,39
1970,1971,76,827,31,827,632,632,151,827,76,1763,39
1971,1972,632,827,76,827,76,827,76,1899,632,827,39
1972,1973,76,827,151,76,151,76,151,76,76,151,39
1973,1974,76,76,2,1499,1499,2601,2819,1832,18,2722,39
1974,1975,44,22,1832,17,1499,52,2601,2722,3981,1499,39
1975,1976,13,38,3954,1832,13,1499,38,5,1832,1499,39
1976,1977,2819,185,4161,4736,3964,4107,4136,5,4072,185,39
1977,1978,76,1821,2329,1821,2329,2329,1821,2579,1821,2579,39
1978,1979,2707,2707,2,801,5,22,15,509,1792,691,39
1979,1980,22,203,107,294,488,128,20,2625,671,1661,39
1980,1981,5,3,204,5,31,22,44,18,2860,3,39
1981,1982,671,17,204,514,570,671,5,538,570,671,39
1982,1983,671,37,128,671,5,18,17,570,671,18,39
1983,1984,17,5,671,1106,570,671,203,5,5,509,39
1984,1985,1098,20,2288,5,67,339,339,5,339,509,39
1985,1986,87,216,253,339,20,2662,2699,339,339,3,39
1986,1987,2,10,6,2,886,492,2726,527,211,31,39
1987,1988,208,527,462,5,1809,247,17,5,492,18,39
1988,1989,527,208,208,761,2393,2341,2348,2350,1795,1819,39
1989,1990,2360,2393,44,1795,2341,2360,2348,2715,1819,2350,39
1990,1991,244,577,684,756,457,2393,1819,1447,1795,18,39
1991,1992,2348,2360,2715,2341,17,5,1291,1795,5,1819,39
1992,1993,2350,22,26,336,20,2,665,665,5,67,39
1993,1994,665,208,665,665,6,10,665,3,2,665,39
1994,1995,665,665,24,37,665,665,665,665,665,665,39
1995,1996,665,665,665,665,2,264,264,264,2,3,39
1996,1997,39,60,60,267,15,15,72,2,264,264,39
1997,1998,80,80,67,264,264,1495,319,319,319,205,39
1998,1999,107,85,205,205,205,205,205,319,319,205,39
1999,2000,6,2,3,680,685,34,31,50,950,18,39
2000,2001,17,2400,50,34,44,131,34,5,34,193,39
2001,2002,50,50,50,37,24,50,5,34,34,5,39
2002,2003,34,5,34,5,34,5,34,5,34,34,39
2003,2004,34,34,34,34,34,34,34,34,34,39,39
2004,2005,34,34,34,34,34,34,34,34,34,34,39
2005,2006,34,34,34,34,34,50,50,80,6,353,39
2006,2007,17,18,50,510,353,510,5,353,131,34,39
2007,2008,294,371,3999,371,879,879,772,353,510,353,39
2008,2009,85,52,510,510,510,510,5,1762,510,353,39
2009,2010,52,38,22,13,353,510,85,19,38,13,39
2010,2011,52,34,131,260,131,107,353,15,353,353,39
2011,2012,510,34,353,510,173,46,20,5,305,510,39
2012,2013,510,5,353,510,353,5,131,1036,5,52,39
2013,2014,572,1079,1818,1818,22,50,18,17,1079,34,39
2014,2015,1818,15,50,493,511,18,511,1036,17,131,39
2015,2016,5,511,128,493,511,5,511,150,22,20,39
2016,2017,493,5,493,572,493,493,493,493,493,493,39
2017,2018,493,493,493,493,493,511,1719,493,511,17,39
2018,2019,50,18,13,131,511,1036,511,5,5,493,39
2019,2020,511,1820,67,511,17,493,1719,50,18,511,39
2020,2021,1719,493,131,1036,493,511,342,50,18,5,39
2021,2022,5,17,1036,691,131,1820,511,1820,336,5,39
2022,2023,493,511,6,10,511,511,493,493,511,131,39
2023,2024,203,5,493,493,511,131,1820,511,1719,193,39
2024,2025,511,493,207,3,511,3,88,305,5,5,39
2025,2026,5,1719,493,511,131,1036,511,2,511,5,39
2026,2027,305,5,5,5,511,305,511,5,493,493,39
2027,2028,511,1052,1321,34,1052,50,44,22,1321,34,39
2028,2029,1321,18,17,1321,1052,1321,1321,1052,1052,1052,39
2029,2030,1052,1052,5,1052,1052,1321,20,1818,1079,1079,39
2030,2031,1079,1079,5,1079,1079,1079,724,2,1050,485,39
2031,2032,894,970,1657,894,485,945,724,2,6,10,39
2032,2033,2683,945,724,894,828,2683,724,945,1050,828,39
2033,2034,15,828,945,485,1050,724,894,2,1044,1044,39
2034,2035,1729,2831,4096,3167,5,4749,2608,1044,4160,1729,39
2035,2036,1044,1729,1044,1729,1044,4046,1336,4099,1044,1044,39
2036,2037,2,1044,5,1729,2831,2608,1336,1044,31,3,39
2037,2038,724,485,2,1338,828,894,1338,724,970,1050,39
2038,2039,485,1502,583,1345,1732,2635,18,1345,248,1732,39
2039,2040,17,415,22,1732,5,1502,5,1338,828,1345,39
2040,2041,1338,1338,2635,970,894,724,1050,4010,485,281,39
2041,2042,583,1502,4133,828,1345,4748,6,1279,1338,18,39
2042,2043,1345,1732,17,1502,1345,1732,22,5,4052,2285,39
2043,2044,908,724,894,2285,1424,4098,908,1424,619,619,39
2044,2045,828,724,485,828,970,1338,20,1502,583,17,39
2045,2046,1345,18,1502,22,2,591,31,415,193,591,39
2046,2047,768,124,199,193,591,4759,212,212,725,113,39
2047,2048,88,591,591,594,768,17,591,18,5,253,39
2048,2049,3972,1936,1936,217,750,10,591,768,199,124,39
2049,2050,415,768,18,17,5,4757,261,2313,37,24,39
2050,2051,24,6,801,5,480,509,80,872,52,85,39
2051,2052,5,85,52,1750,339,339,5,339,509,339,39
2052,2053,339,2,2699,2662,339,339,339,339,5,339,39
2053,2054,44,17,204,18,339,572,572,514,5,509,39
2054,2055,339,52,204,204,570,339,339,339,339,5,39
2055,2056,18,5,509,17,339,509,5,570,570,204,39
2056,2057,4104,6,10,572,39,60,60,267,271,81,39
2057,2058,271,271,271,271,271,1184,271,81,312,163,39
2058,2059,167,182,164,182,164,167,163,61,43,81,39
2059,2060,39,39,256,284,69,69,160,67,15,72,39
2060,2061,67,580,67,546,37,24,24,80,85,52,39
2061,2062,15,2,59,59,31,3,3,59,136,5,39
2062,2063,52,15,108,2,118,90,390,108,90,22,39
2063,2064,102,5,90,108,107,107,118,90,20,2,39
2064,2065,517,566,517,15,6,3,15,566,260,253,39
2065,2066,2,173,36,2,36,158,36,3,3,36,39
2066,2067,462,462,792,36,2340,1544,2790,2133,247,1546,39
2067,2068,1544,2133,44,481,775,2340,297,2133,18,775,39
2068,2069,2340,3,2442,481,2,17,1544,423,536,4066,39
2069,2070,2690,4131,5,481,4059,2690,2,3,481,3,39
2070,2071,2,481,481,31,481,481,6,10,105,481,39
2071,2072,481,481,481,481,481,481,481,481,481,481,39
2072,2073,37,481,481,37,24,24,481,481,481,481,39
2073,2074,481,481,481,481,481,481,108,118,2,15,39
2074,2075,108,390,108,90,5,44,17,18,5,2,39
2075,2076,59,136,59,20,1684,22,2,1684,5,22,39
2076,2077,18,44,17,20,3,2,10,6,2,37,39
2077,2078,24,24,24,37,37,24,24,241,37,24,39
2078,2079,237,66,49,237,66,49,2,2,59,59,39
2079,2080,136,2,4753,497,2663,3,210,136,784,674,39
2080,2081,663,587,15,72,210,674,210,497,210,3,39
2081,2082,210,210,3,2663,3,210,636,210,2,210,39
2082,2083,10,6,37,24,237,66,49,66,49,2,39
2083,2084,59,59,59,136,237,66,237,49,2,237,39
2084,2085,66,49,66,49,15,3,2,24,37,69,39
2085,2086,160,69,284,284,107,535,185,41,185,52,39
2086,2087,41,306,52,82,41,185,41,185,85,85,39
2087,2088,24,37,24,24,82,99,70,287,165,45,39
2088,2089,70,70,45,45,748,156,70,449,449,70,39
2089,2090,39,39,41,70,228,82,449,45,70,287,39
2090,2091,137,113,39,72,15,15,15,137,2,37,39
2091,2092,24,24,6,213,3,2,39,24,37,192,39
2092,2093,535,41,41,41,41,165,70,70,45,70,39
2093,2094,70,45,99,70,45,287,187,82,341,97,39
2094,2095,449,45,70,156,82,45,159,95,449,97,39
2095,2096,82,70,45,70,60,60,267,107,535,41,39
2096,2097,185,52,41,52,306,41,185,185,41,185,39
2097,2098,82,85,187,82,67,165,99,287,45,15,39
2098,2099,72,15,37,24,341,24,159,70,70,70,39
2099,2100,45,45,264,2,264,264,80,70,156,95,39
2100,2101,97,39,70,6,80,3,264,264,80,227,39
2101,2102,137,15,113,15,70,45,85,52,2,227,39
2102,2103,31,2,118,90,108,390,569,2,5,569,39
2103,2104,614,90,108,5,15,22,18,44,102,118,39
2104,2105,5,90,107,108,22,17,118,5,569,20,39
2105,2106,569,108,73,5,118,5,22,73,17,73,39
2106,2107,5,108,18,118,22,5,73,17,5,18,39
2107,2108,5,118,118,108,73,1320,5,22,73,466,39
2108,2109,5,5,18,17,118,20,118,703,108,108,39
2109,2110,703,73,5,22,3,108,5,17,5,18,39
2110,2111,73,216,87,15,5,118,260,173,20,87,39
2111,2112,31,10,118,703,108,73,22,5,73,108,39
2112,2113,18,17,5,5,118,20,2,5,108,118,39
2113,2114,5,18,5,17,118,20,34,950,50,31,39
2114,2115,50,685,680,34,44,50,17,18,50,131,39
2115,2116,5,34,50,34,265,50,18,50,17,34,39
2116,2117,50,691,128,5,131,34,273,5,50,34,39
2117,2118,34,265,50,34,18,50,17,50,131,5,39
2118,2119,50,273,5,34,294,67,3991,664,230,230,39
2119,2120,6,230,5,34,305,1239,1239,1239,50,50,39
2120,2121,50,95,2,305,5,34,50,5,50,34,39
2121,2122,34,34,50,265,34,34,327,327,50,17,39
2122,2123,34,18,327,34,327,131,34,50,19,273,39
2123,2124,5,336,34,34,34,34,34,34,34,34,39
2124,2125,34,34,34,34,34,34,34,34,34,575,39
2125,2126,1053,575,1828,34,17,44,50,575,18,131,39
2126,2127,5,575,1053,4006,342,50,50,50,575,6,39
2127,2128,50,265,34,327,50,18,17,131,52,219,39
2128,2129,50,5,273,34,50,327,19,50,265,34,39
2129,2130,327,17,50,18,327,131,327,19,50,5,39
2130,2131,5,24,37,50,273,50,305,5,34,5,39
2131,2132,5,265,34,50,34,50,50,18,17,5,39
2132,2133,50,131,273,34,50,5,193,50,575,1828,39
2133,2134,575,1053,44,575,327,50,327,575,18,17,39
2134,2135,131,327,575,19,5,5,203,575,6,1053,39
2135,2136,305,5,1053,5,5,5,575,1828,1053,575,39
2136,2137,131,575,575,5,305,575,305,1053,5,50,39
2137,2138,50,265,18,50,17,131,50,5,5,273,39
2138,2139,50,34,50,265,356,5,305,34,50,17,39
2139,2140,18,131,34,50,273,34,5,50,95,50,39
2140,2141,34,265,50,356,131,50,50,273,34,50,39
2141,2142,34,50,131,5,6,5,305,34,34,34,39
2142,2143,50,5,13,305,5,34,34,34,5,5,39
2143,2144,50,273,34,34,50,44,17,131,18,34,39
2144,2145,50,5,5,1078,1078,2397,4762,50,905,18,39
2145,2146,1093,17,1078,1078,905,4155,905,131,1487,1078,39
2146,2147,2397,5,1078,2397,5,510,1762,353,353,1093,39
2147,2148,17,353,50,18,905,1487,1487,905,131,5,39
2148,2149,353,510,1093,1093,510,1093,353,353,5,1078,39
2149,2150,939,1325,2664,939,17,18,939,50,131,939,39
2150,2151,1325,5,2843,939,1325,5,5,50,265,34,39
2151,2152,50,5,18,50,17,5,131,34,5,50,39
2152,2153,273,305,5,50,50,939,353,353,353,353,39
2153,2154,305,5,510,353,1078,1078,34,34,34,50,39
2154,2155,34,265,131,50,273,34,5,305,50,95,39
2155,2156,10,54,2,63,54,142,54,86,63,86,39
2156,2157,54,6,287,41,70,228,82,5,108,118,39
2157,2158,5,22,18,5,17,118,20,227,2,95,39
2158,2159,6,36,36,36,3,158,3,462,3,36,39
2159,2160,462,36,727,36,331,918,1063,727,1830,1063,39
2160,2161,889,321,2653,1830,350,328,338,331,643,326,39
2161,2162,918,1063,5,727,387,372,22,303,3,1830,39
2162,2163,643,2653,328,5,387,350,372,321,338,1376,39
2163,2164,2388,303,1830,253,326,2,80,36,725,253,39
2164,2165,36,331,113,3,158,3,36,245,85,85,39
2165,2166,219,36,3,36,3,20,36,3,36,452,39
2166,2167,5,477,211,452,36,3,3,36,2,105,39
2167,2168,37,24,24,15,72,2,768,2,591,31,39
2168,2169,591,415,591,4761,768,261,591,591,4432,1002,39
2169,2170,1002,557,557,725,591,768,199,124,17,591,39
2170,2171,44,18,5,4176,984,984,1002,984,1002,768,39
2171,2172,591,199,124,18,5,17,4169,908,1938,1938,39
2172,2173,555,400,400,768,591,17,18,5,4090,591,39
2173,2174,768,357,550,1724,692,18,17,692,5,4156,39
2174,2175,694,694,352,352,352,217,217,212,212,3,39
2175,2176,591,768,17,193,18,193,5,3993,611,664,39
2176,2177,664,591,768,357,692,1724,17,18,5,3978,39
2177,2178,212,768,591,17,18,5,193,3973,1014,352,39
2178,2179,352,2,2,154,485,31,945,322,724,894,39
2179,2180,154,2624,1050,828,1370,698,1797,970,698,322,39
2180,2181,1493,154,322,462,792,154,2364,792,154,462,39
2181,2182,2669,462,2620,154,792,322,2710,2624,2357,2367,39
2182,2183,2841,4008,698,4181,154,698,787,1493,1238,322,39
2183,2184,4049,1238,787,154,44,462,17,1238,18,792,39
2184,2185,2292,5,1238,154,322,154,154,154,322,1493,39
2185,2186,792,462,2364,154,154,322,698,787,154,698,39
2186,2187,154,1493,322,792,2669,247,462,1238,1238,154,39
2187,2188,322,698,154,322,1493,792,154,462,2364,1238,39
2188,2189,1238,4190,13,13,154,322,154,322,1493,792,39
2189,2190,154,462,3962,154,1073,31,52,1073,2598,1073,39
2190,2191,1103,1073,13,6,44,18,17,1506,1506,4079,39
2191,2192,2,950,50,34,50,34,17,18,50,131,39
2192,2193,5,50,5,34,50,34,34,273,131,131,39
2193,2194,5,34,265,50,131,357,273,550,34,50,39
2194,2195,550,692,743,305,5,34,5,265,34,50,39
2195,2196,131,34,50,273,305,34,5,34,356,34,39
2196,2197,265,50,52,281,52,15,67,50,131,50,39
2197,2198,273,34,5,34,305,50,131,50,50,34,39
2198,2199,273,131,37,5,34,50,34,273,265,34,39
2199,2200,50,18,17,131,5,50,273,34,34,34,39
2200,2201,50,34,265,34,17,18,50,131,5,50,39
2201,2202,5,50,273,34,50,34,265,17,50,18,39
2202,2203,34,131,50,5,5,273,34,50,34,34,39
2203,2204,34,2,5,50,34,265,50,356,18,17,39
2204,2205,131,5,50,273,50,5,305,31,50,356,39
2205,2206,265,18,50,17,131,5,50,572,52,5,39
2206,2207,6,572,3,5,305,88,50,34,265,356,39
2207,2208,18,17,5,131,50,273,34,5,305,34,39
2208,2209,265,34,50,50,131,50,357,692,37,24,39
2209,2210,6,2,39,67,843,15,72,15,72,2,39
2210,2211,264,264,80,37,80,37,24,24,24,2,39
2211,2212,1343,31,1343,1343,1343,1654,1343,4172,4088,1343,39
2212,2213,1343,264,264,6,546,3,1769,2,2,17,39
2213,2214,18,44,5,6,2,3,60,60,60,60,39
2214,2215,267,67,535,107,185,41,41,52,306,82,39
2215,2216,41,41,41,185,85,187,82,70,165,287,39
2216,2217,45,99,70,70,45,41,70,228,341,159,39
2217,2218,70,15,72,15,45,2,137,15,113,748,39
2218,2219,82,748,39,748,156,70,97,287,37,24,39
2219,2220,95,80,314,6,3,2,2287,101,946,181,39
2220,2221,180,946,40,40,40,85,72,15,2,411,39
2221,2222,36,411,3,158,36,15,36,158,411,3,39
2222,2223,36,15,85,219,85,36,3,36,120,36,39
2223,2224,300,193,203,336,5,211,477,24,37,36,39
2224,2225,24,3,452,3,36,87,300,5,87,52,39
2225,2226,36,3,3,2,6,36,36,3,120,3,39
2226,2227,300,3,36,3,300,36,3,36,36,3,39
2227,2228,36,36,105,36,3,120,3,300,36,36,39
2228,2229,3,3,87,342,87,36,3,3,36,382,39
2229,2230,170,300,85,170,36,3,3,170,300,382,39
2230,2231,36,120,3,87,253,87,36,3,120,128,39
2231,2232,36,120,3,300,170,382,36,120,3,3,39
2232,2233,36,260,245,173,170,36,3,120,5,294,39
2233,2234,67,36,3,36,170,382,36,3,3,170,39
2234,2235,36,3,120,300,36,3,120,300,36,120,39
2235,2236,3,3,36,120,3,36,87,300,87,36,39
2236,2237,120,3,3,300,170,382,382,36,3,120,39
2237,2238,3,170,382,36,3,120,3,36,3,120,39
2238,2239,170,3,382,36,3,120,36,3,120,36,39
2239,2240,36,120,3,3,36,120,3,36,170,3,39
2240,2241,120,3,87,87,36,120,3,3,120,36,39
2241,2242,3,3,36,3,120,3,36,3,120,36,39
2242,2243,120,3,3,87,87,105,36,120,3,36,39
2243,2244,87,87,105,37,24,24,535,107,185,41,39
2244,2245,52,41,306,52,82,41,185,85,187,82,39
2245,2246,910,165,45,287,45,70,70,45,341,70,39
2246,2247,159,403,99,116,116,487,227,116,97,403,39
2247,2248,156,156,95,156,304,156,227,304,95,227,39
2248,2249,304,156,487,403,487,287,287,287,287,403,39
2249,2250,487,227,67,67,156,116,41,41,156,580,39
2250,2251,156,902,82,192,312,182,164,81,163,43,39
2251,2252,167,167,163,164,182,156,43,81,116,116,39
2252,2253,902,902,116,97,116,156,116,487,116,116,39
2253,2254,95,403,116,70,70,41,116,535,535,3,39
2254,2255,535,41,107,185,41,52,306,82,41,41,39
2255,2256,185,85,70,187,82,910,72,15,165,45,39
2256,2257,287,70,70,45,70,487,70,99,116,116,39
2257,2258,116,403,2,601,95,97,156,142,54,63,39
2258,2259,2,86,63,54,156,24,37,207,2,178,39
2259,2260,64,15,5,3,15,3,178,64,64,6,39
2260,2261,39,116,487,116,99,403,156,95,156,304,39
2261,2262,2,99,105,3,349,178,44,3,18,17,39
2262,2263,5,178,15,178,5,178,2327,158,3,411,39
2263,2264,36,3,158,3,411,36,5,3,87,85,39
2264,2265,87,85,219,36,120,3,36,3,3,36,39
2265,2266,3,452,36,5,36,36,3,36,36,260,39
2266,2267,173,36,3,36,3,36,3,128,36,336,39
2267,2268,304,36,3,3,36,36,36,120,3,36,39
2268,2269,3,87,245,253,77,116,87,304,105,304,39
2269,2270,304,36,120,3,87,342,87,36,3,3,39
2270,2271,36,36,3,36,300,3,36,3,36,300,39
2271,2272,36,3,36,300,36,3,3,36,304,36,39
2272,2273,3,203,36,3,87,3,36,87,3,3,39
2273,2274,300,36,3,3,36,3,3,3,36,36,39
2274,2275,294,36,3,3,36,36,3,36,3,3,39
2275,2276,300,95,449,487,227,116,156,116,105,116,39
2276,2277,487,227,116,403,403,156,95,449,449,304,39
2277,2278,227,24,37,24,116,36,36,36,36,36,39
2278,2279,36,36,3,36,193,3,15,36,3,5,39
2279,2280,67,3,36,3,36,87,87,36,3,3,39
2280,2281,36,3,3,36,304,3,105,116,116,304,39
2281,2282,116,116,304,4,15,425,15,116,15,187,39
2282,2283,2,771,106,771,44,18,771,5,106,17,39
2283,2284,240,297,771,2,5,281,187,771,18,5,39
2284,2285,17,281,771,4,27,21,3,30,33,10,39
2285,2286,6,116,304,116,2,187,771,5,18,17,39
2286,2287,2,281,771,771,187,5,17,18,5,24,39
2287,2288,37,6,116,107,304,50,31,34,475,950,39
2288,2289,34,680,50,475,685,44,17,34,18,50,39
2289,2290,131,5,50,34,34,34,34,5,5,5,39
2290,2291,50,34,265,475,50,475,34,265,17,475,39
2291,2292,50,18,5,475,50,5,17,18,50,131,39
2292,2293,273,50,34,5,34,50,5,50,273,4152,39
2293,2294,34,5,131,212,50,34,265,475,212,17,39
2294,2295,18,212,475,50,34,34,131,34,50,5,39
2295,2296,273,50,34,34,34,34,34,304,34,34,39
2296,2297,34,34,34,34,34,34,34,34,50,50,39
2297,2298,34,50,50,50,50,305,5,50,5,305,39
2298,2299,50,50,265,34,475,50,475,34,18,131,39
2299,2300,50,34,5,17,34,273,50,50,34,265,39
2300,2301,475,50,17,475,18,273,5,131,50,34,39
2301,2302,50,265,475,475,356,50,18,17,34,131,39
2302,2303,50,273,5,304,305,5,34,34,305,5,39
2303,2304,34,34,273,50,305,5,131,50,4015,230,39
2304,2305,1331,1331,1239,34,34,5,34,34,34,34,39
2305,2306,34,34,34,34,34,34,5,34,34,34,39
2306,2307,34,5,50,34,273,50,5,131,6,34,39
2307,2308,34,34,34,265,50,131,131,50,50,273,39
2308,2309,34,50,95,902,306,52,85,185,304,449,39
2309,2310,449,487,227,116,449,403,116,99,70,70,39
2310,2311,70,45,341,159,287,902,37,24,902,45,39
2311,2312,70,156,95,926,669,926,826,31,1049,926,39
2312,2313,669,926,669,1139,53,600,1049,228,1139,53,39
2313,2314,669,926,600,1049,926,669,1049,45,70,95,39
2314,2315,227,95,70,70,159,52,82,156,669,926,39
2315,2316,458,266,67,266,219,1049,421,266,159,1139,39
2316,2317,53,669,926,600,1049,53,669,926,600,1139,39
2317,2318,1049,926,53,600,1139,45,1049,70,70,926,39
2318,2319,669,1139,600,53,1049,70,926,669,53,1139,39
2319,2320,600,1049,95,70,458,910,70,449,449,487,39
2320,2321,116,99,449,116,403,116,99,227,159,2,39
2321,2322,187,771,17,44,5,18,2,187,771,5,39
2322,2323,18,17,281,771,70,70,70,45,70,465,39
2323,2324,2,449,72,15,487,699,2,409,3,116,39
2324,2325,99,116,449,699,403,82,3,36,411,158,39
2325,2326,3,158,3,36,287,70,45,70,70,3,39
2326,2327,36,36,3,159,341,70,487,116,36,3,39
2327,2328,3,6,87,99,116,156,2,403,95,87,39
2328,2329,3,36,3,300,3,36,36,300,36,3,39
2329,2330,36,3,36,3,36,3,87,87,36,3,39
2330,2331,300,3,36,36,3,3,36,3,36,3,39
2331,2332,36,3,3,300,300,36,3,300,36,3,39
2332,2333,36,3,36,3,87,87,36,3,3,36,39
2333,2334,3,3,36,36,36,3,36,36,3,300,39
2334,2335,36,3,3,300,87,87,36,3,99,4,39
2335,2336,36,3,36,3,36,87,3,36,3,4013,39
2336,2337,36,3,36,116,70,70,70,70,159,87,39
2337,2338,910,45,2,771,187,18,5,988,87,17,39
2338,2339,2,70,281,771,187,5,17,18,281,771,39
2339,2340,487,99,116,116,2,633,625,3,233,633,39
2340,2341,18,874,17,625,2,1721,633,625,4184,633,39
2341,2342,625,357,550,2377,692,550,743,1724,431,431,39
2342,2343,1701,52,5,633,633,403,2,15,95,4174,39
