session_id,session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
3890,3891,16,16,16,16,16,16,16,16,16,16,3
3891,3892,16,16,16,2,4126,16,2,16,16,2,3
3892,3893,720,59,31,37,59,16,31,720,3,16,3
3893,3894,2,59,16,720,2,16,782,720,782,69,3
3894,3895,16,552,486,552,782,3,59,549,69,106,3
3895,3896,549,782,59,552,69,549,31,16,106,69,3
3896,3897,2272,3,59,782,16,69,298,1364,59,16,3
3897,3898,549,69,345,1218,533,16,3,261,112,15,3
3898,3899,2339,59,860,3,69,16,16,16,16,16,3
3899,3900,16,16,52,16,16,52,15,16,16,52,3
3900,3901,16,16,16,16,16,16,16,1414,16,1414,3
3901,3902,16,895,59,16,16,16,16,16,16,16,3
3902,3903,16,16,16,16,16,16,16,16,16,16,3
3903,3904,16,16,16,16,16,16,16,16,16,16,3
3904,3905,16,16,16,16,16,16,16,16,16,16,3
3905,3906,16,16,16,16,16,3025,2627,31,3025,2627,3
3906,3907,16,16,16,16,16,16,16,16,16,16,3
3907,3908,16,16,16,16,16,16,16,16,16,16,3
3908,3909,16,16,16,16,16,16,16,16,16,16,3
3909,3910,16,16,16,16,16,213,16,3,16,2,3
3910,3911,16,16,33,16,16,16,16,16,16,16,3
3911,3912,16,16,16,16,16,16,16,198,198,1685,3
3912,3913,851,198,198,851,198,996,977,937,6,10,3
3913,3914,16,16,198,9,410,36,157,36,410,3,3
3914,3915,92,3,15,246,5,36,36,157,92,3,3
3915,3916,3,178,3,2,64,178,3,5,15,106,3
3916,3917,106,246,239,172,64,64,178,3,64,5,3
3917,3918,15,15,3,178,64,64,3,178,64,5,3
3918,3919,3,15,64,64,64,3,178,5,347,15,3
3919,3920,3,64,178,3,64,5,15,3,178,64,3
3920,3921,3,64,5,178,15,3,192,64,178,178,3
3921,3922,1113,16,615,16,615,64,51,213,9,2,3
3922,3923,3,348,105,51,240,69,240,69,240,240,3
3923,3924,69,69,619,240,69,37,23,23,2,1687,3
3924,3925,3028,1687,1687,30,77,3,2,9,516,1687,3
3925,3926,281,230,3028,1687,51,66,49,66,66,49,3
3926,3927,49,66,66,49,66,49,51,9,51,9,3
3927,3928,43,51,23,37,23,9,72,15,15,15,3
3928,3929,15,4065,15,323,3,2,15,4,9,6,3
3929,3930,3,4344,577,21,323,499,123,10,1702,4,3
3930,3931,4446,27,545,742,1915,24,77,51,39,39,3
3931,3932,66,49,80,67,15,72,15,15,15,2,3
3932,3933,30,123,323,51,27,9,6,3,4,33,3
3933,3934,21,10,80,72,15,15,15,15,67,85,3
3934,3935,23,37,23,21,27,30,3,10,33,9,3
3935,3936,6,24,52,39,39,2,4,3,21,27,3
3936,3937,10,80,67,15,72,15,37,23,23,15,3
3937,3938,23,23,15,60,60,67,60,60,27,21,3
3938,3939,30,33,6,9,10,3,123,77,39,51,3
3939,3940,39,2,3,323,3,4,123,27,21,10,3
3940,3941,60,60,60,60,80,15,72,15,15,15,3
3941,3942,2,33,6,9,10,21,27,30,3,4,3
3942,3943,39,39,838,80,315,183,167,164,81,167,3
3943,3944,183,161,164,61,15,72,43,15,81,15,3
3944,3945,15,39,37,23,39,27,21,30,33,85,3
3945,3946,3,9,10,6,24,77,52,51,543,123,3
3946,3947,2,3,51,323,4,9,10,21,27,80,3
3947,3948,15,72,15,15,15,15,37,23,354,4,3
3948,3949,21,27,9,6,3,123,10,77,51,9,3
3949,3950,2,3,3,323,10,21,3,123,27,51,3
3950,3951,80,67,37,23,15,72,15,67,15,15,3
3951,3952,15,2,9,6,33,51,323,3,123,30,3
3952,3953,21,4,27,10,39,516,516,516,39,72,3
3953,3954,15,15,15,2,10,51,3,21,27,30,3
3954,3955,123,323,9,516,516,2235,2235,2235,39,39,3
3955,3956,80,52,72,112,139,15,15,838,37,23,3
3956,3957,23,15,72,15,15,15,15,112,139,516,3
3957,3958,21,27,9,6,24,3,10,123,23,37,3
3958,3959,23,77,51,85,52,51,9,51,51,2577,3
3959,3960,2,2577,2270,15,3,6,2,9,254,37,3
3960,3961,23,23,9,51,143,54,62,2,86,2,3
3961,3962,104,37,2392,3,104,2392,2392,3,486,104,3
3962,3963,5,936,3,2,4318,4667,54,62,2,86,3
3963,3964,54,62,2,3292,1443,1798,2,2184,104,2184,3
3964,3965,486,104,2184,104,18,2,2670,45,17,5,3
3965,3966,2670,3,9,2,51,163,69,9,3,49,3
3966,3967,66,9,66,49,323,2,2645,2645,1368,104,3
3967,3968,2,104,1368,486,1368,1368,37,23,3,9,3
3968,3969,2,2,1006,1006,560,1432,3221,560,1006,1432,3
3969,3970,2,9,51,3,3,3,175,2,31,283,3
3970,3971,296,52,175,283,369,85,497,2,283,175,3
3971,3972,296,283,296,5,22,15,108,72,146,90,3
3972,3973,118,2,688,45,107,5,90,108,22,17,3
3973,3974,5,18,22,90,102,67,5,102,2636,2,3
3974,3975,2636,15,118,69,552,69,549,1364,552,549,3
3975,3976,1218,3,69,3,31,69,20,119,119,3,3
3976,3977,9,2,31,10,6,23,37,9,240,69,3
3977,3978,240,69,240,240,69,240,619,69,69,66,3
3978,3979,49,9,3,15,2,3245,2,3245,323,27,3
3979,3980,123,6,10,21,51,3,49,2,69,49,3
3980,3981,3,2,25,25,25,25,25,25,2,1758,3
3981,3982,425,622,31,2,425,17,45,18,31,4475,3
3982,3983,221,844,425,425,622,17,425,622,18,5,3
3983,3984,15,3,4462,551,398,231,425,425,622,88,3
3984,3985,3,2,4,422,10,21,4,4,10,21,3
3985,3986,43,0,0,0,0,0,0,0,0,0,3
3986,3987,60,60,266,69,163,69,39,39,254,67,4
3987,3988,67,582,15,72,15,15,15,2291,2200,2181,4
3988,3989,37,23,23,67,30,3,10,33,6,52,4
3989,3990,52,9,85,80,9,4,33,9,37,23,4
3990,3991,23,9,9,9,37,23,9,9,4,9,4
3991,3992,23,37,23,9,9,9,23,37,23,9,4
3992,3993,9,4,33,9,4,23,37,9,9,9,4
3993,3994,9,37,23,23,9,9,37,23,23,9,4
3994,3995,9,9,33,23,37,37,23,37,23,37,4
3995,3996,37,37,23,37,4,69,163,69,39,39,4
3996,3997,39,67,80,52,15,72,67,610,31,150,4
3997,3998,39,39,39,69,163,69,69,163,39,39,4
3998,3999,67,80,52,72,15,67,610,31,23,37,4
3999,4000,80,23,37,23,52,37,23,85,150,112,4
4000,4001,72,139,15,15,37,23,39,39,1689,15,4
4001,4002,15,2,627,3,1150,627,15,3,660,52,4
4002,4003,5,660,408,300,15,300,2081,1323,3,408,4
4003,4004,1180,300,106,2369,300,106,239,1180,80,52,4
4004,4005,15,6,3,2,9,1168,10,1050,300,408,4
4005,4006,1297,300,408,1297,300,31,1628,610,1689,3,4
4006,4007,3,2,1689,2,3157,2,3157,3,213,2,4
4007,4008,9,610,627,13,627,1150,3,38,38,660,4
4008,4009,1150,627,38,19,13,627,3,660,37,23,4
4009,4010,23,1168,627,1150,13,3,660,13,1168,627,4
4010,4011,3,660,660,1168,660,627,660,627,3,1150,4
4011,4012,660,660,627,1150,3,660,660,627,1150,3,4
4012,4013,660,660,627,1150,4868,13,3,660,13,1168,4
4013,4014,1689,1689,23,37,23,660,627,3,13,1150,4
4014,4015,660,13,4715,627,13,627,3,627,660,627,4
4015,4016,627,627,80,1168,1168,3,17,5,20,17,4
4016,4017,5,17,20,17,17,22,20,3,2,9,4
4017,4018,31,10,6,40,1168,150,36,3,15,72,4
4018,4019,157,36,36,36,192,128,5,36,36,336,4
4019,4020,5,67,251,31,1271,1047,470,31,1752,755,4
4020,4021,755,31,662,679,679,662,15,679,662,3,4
4021,4022,679,662,1779,1192,2,2468,679,829,327,662,4
4022,4023,662,1192,679,327,907,3162,3057,31,327,1875,4
4023,4024,829,662,2468,2132,679,2276,1875,829,1904,1901,4
4024,4025,662,327,907,679,2468,713,2132,1192,662,1875,4
4025,4026,829,45,662,679,1901,3,662,2,1052,662,4
4026,4027,2132,679,246,18,1411,5,538,22,52,679,4
4027,4028,5,662,1875,2096,1192,2992,5,662,679,2992,4
4028,4029,1411,1192,52,679,1779,662,1779,662,1411,5,4
4029,4030,2096,2122,17,829,1169,679,1339,31,2122,1411,4
4030,4031,1411,662,3006,679,1339,679,2096,1339,1411,679,4
4031,4032,15,3006,1339,3,679,136,1169,662,1339,1169,4
4032,4033,662,10,1339,1339,6,4711,4271,2122,6,492,4
4033,4034,31,105,405,15,3,782,3,6,782,72,4
4034,4035,15,782,15,23,37,23,23,23,23,6,4
4035,4036,6,10,23,23,23,23,15,3,3,118,4
4036,4037,90,568,108,15,390,618,568,90,782,17,4
4037,4038,108,90,5,735,18,45,3,22,102,5,4
4038,4039,90,90,782,3,107,782,568,782,107,118,4
4039,4040,90,20,3,15,175,31,3,524,217,296,4
4040,4041,283,175,52,52,369,15,3,3,1816,31,4
4041,4042,6,6,10,119,3,15,3,175,3,175,4
4042,4043,296,524,175,3,296,175,52,497,119,37,4
4043,4044,23,23,23,23,23,23,23,23,23,3,4
4044,4045,15,682,136,3,104,104,682,682,3,49,4
4045,4046,69,49,3,15,3,1905,3,1905,1793,1905,4
4046,4047,119,4773,1431,5,3,1905,128,31,10,6,4
4047,4048,15,15,15,3,15,1454,3,1454,106,239,4
4048,4049,246,3,3001,3001,4731,4781,10,6,2618,2594,4
4049,4050,2605,37,23,23,23,23,23,23,23,60,4
4050,4051,60,266,416,416,39,39,67,15,72,15,4
4051,4052,3,104,339,2,3,136,339,104,339,5,4
4052,4053,339,104,3,136,339,104,80,67,23,37,4
4053,4054,23,3,9,6,2,80,9,2,2120,281,4
4054,4055,583,282,395,4791,583,395,22,2120,230,22,4
4055,4056,282,395,230,583,563,2120,282,217,563,107,4
4056,4057,38,13,13,38,15,563,217,282,19,395,4
4057,4058,20,675,583,282,6,10,49,2,49,3,4
4058,4059,9,2,23,37,112,139,15,9,9,39,4
4059,4060,39,52,52,85,23,37,15,72,15,15,4
4060,4061,810,2,810,53,3,123,15,810,810,123,4
4061,4062,810,123,810,810,123,2,9,6,4223,3061,4
4062,4063,3,810,810,810,123,810,123,123,810,810,4
4063,4064,810,2,1897,104,3,136,3,1897,104,104,4
4064,4065,1897,1897,104,3061,123,3,4247,2,9,2,4
4065,4066,2,2,2,2,2,2,2,2,2,2,4
4066,4067,2,2,2,2,2,2,2,2,2,2151,4
4067,4068,3169,2,2151,3169,2151,3055,2,3055,2,846,4
4068,4069,15,846,846,2,10,6,9,72,3,15,4
4069,4070,15,2,1045,22,5,1045,281,230,1045,671,4
4070,4071,1045,15,596,53,26,814,22,671,107,687,4
4071,4072,2,3,411,687,20,2,9,10,6,3,4
4072,4073,15,72,15,4,2,15,15,37,23,23,4
4073,4074,2,30,33,10,52,3,80,52,15,2092,4
4074,4075,6,610,4,9,31,2,25,2,25,3,4
4075,4076,25,25,25,25,25,25,25,25,25,3,4
4076,4077,2,213,9,6,25,25,25,25,25,2,4
4077,4078,2,1439,217,31,2296,2279,175,1313,2505,1439,4
4078,4079,1313,161,1313,5,283,1138,52,296,1439,175,4
4079,4080,1138,2,1412,1412,3,1412,3,15,17,22,4
4080,4081,45,5,18,107,369,20,2,69,49,49,4
4081,4082,119,119,2,1695,1695,1695,1695,1695,6,10,4
4082,4083,175,2,175,296,2,526,2,526,52,497,4
4083,4084,119,3,9,2,49,66,23,37,23,25,4
4084,4085,2,25,10,3,2,9,25,25,25,25,4
4085,4086,25,25,25,25,9,150,67,15,72,15,4
4086,4087,2,25,3,25,25,25,25,25,25,25,4
4087,4088,25,25,25,25,25,25,25,67,25,25,4
4088,4089,25,25,25,25,25,25,25,25,25,25,4
4089,4090,3,3,15,15,3,2,25,25,25,39,4
4090,4091,2,3,6,9,37,23,66,49,21,4,4
4091,4092,10,27,80,66,49,49,66,49,66,69,4
4092,4093,49,2,49,2,31,175,524,217,296,175,4
4093,4094,283,52,2,1852,104,104,3,136,1852,136,4
4094,4095,104,1852,5,1852,52,497,369,39,119,119,4
4095,4096,3,2,25,25,25,25,25,25,25,25,4
4096,4097,25,25,25,25,25,25,25,25,25,25,4
4097,4098,25,25,25,25,25,25,25,25,25,25,4
4098,4099,25,25,25,25,25,25,25,25,25,25,4
4099,4100,25,25,25,25,25,25,25,25,25,25,4
4100,4101,25,25,25,25,25,25,25,25,25,25,4
4101,4102,25,25,25,25,25,25,25,1489,25,25,4
4102,4103,25,25,25,25,25,25,25,25,1489,625,4
4103,4104,2,625,625,625,625,2,625,625,625,2326,4
4104,4105,4218,2,625,625,2,2,861,6,22,1603,4
4105,4106,881,3,881,17,45,5,18,127,4725,288,4
4106,4107,288,127,199,22,3,107,127,127,881,127,4
4107,4108,2,59,59,31,136,59,881,5,199,4726,4
4108,4109,18,17,881,17,881,5,199,18,288,127,4
4109,4110,1603,881,288,127,881,1887,1887,1887,20,1887,4
4110,4111,3,213,119,998,5,17,881,199,18,881,4
4111,4112,17,881,199,18,5,288,127,1603,881,288,4
4112,4113,127,881,127,720,3,37,23,20,720,720,4
4113,4114,720,720,720,720,720,720,2,4776,207,3,4
4114,4115,2975,2525,3,207,2525,2975,2525,207,3,790,4
4115,4116,502,15,4189,672,1431,502,1086,820,696,207,4
4116,4117,3,820,3,207,31,3,820,4722,820,604,4
4117,4118,820,577,742,499,496,604,3,545,3,5,4
4118,4119,820,22,499,579,5,207,22,1086,577,496,4
4119,4120,502,207,3,207,696,1086,820,3,207,696,4
4120,4121,1086,820,3,207,820,3,604,820,820,790,4
4121,4122,5,22,1086,3,4797,207,22,207,742,5,4
4122,4123,207,1086,207,539,5,207,1086,207,820,20,4
4123,4124,10,4755,1557,15,3,820,5,207,1086,207,4
4124,4125,820,207,5,1086,20,734,281,230,1725,104,4
4125,4126,1725,1725,104,136,104,1725,1557,9,6,3,4
4126,4127,2,1725,209,2,625,625,625,625,2,3,4
4127,4128,72,15,838,2,3,2153,3,4724,2153,15,4
4128,4129,2153,2,966,966,966,966,966,37,23,23,4
4129,4130,966,966,625,720,625,966,966,966,966,3,4
4130,4131,6,10,3,15,15,1877,1877,3,1877,3,4
4131,4132,4742,1877,2,1873,1873,2801,1873,80,1873,4910,4
4132,4133,1929,31,10,1929,1929,2326,6,1929,105,2,4
4133,4134,6,790,502,499,4740,207,45,22,742,489,4
4134,4135,1235,15,5,3009,130,1584,545,2278,3009,871,4
4135,4136,207,5,489,2967,203,18,128,53,207,3,4
4136,4137,130,17,871,604,207,672,212,3,22,15,4
4137,4138,2967,5,496,212,203,128,107,107,212,20,4
4138,4139,175,2,217,175,296,52,720,369,119,119,4
4139,4140,489,10,105,2,3,6,2326,67,15,72,4
4140,4141,67,15,25,2,25,582,25,25,25,25,4
4141,4142,25,25,25,25,25,25,25,25,25,25,4
4142,4143,25,25,25,25,25,25,25,25,25,25,4
4143,4144,25,25,25,25,37,23,25,25,25,25,4
4144,4145,25,25,25,25,25,25,25,25,25,25,4
4145,4146,25,25,25,25,535,25,25,3,2,25,4
4146,4147,25,2,4889,1489,2,846,846,15,846,3,4
4147,4148,2,49,66,6,10,54,1351,2,1351,52,4
4148,4149,86,54,2,1798,2973,54,143,1351,80,52,4
4149,4150,15,2,3,31,2,118,90,298,568,108,4
4150,4151,390,90,688,17,22,45,15,102,90,18,4
4151,4152,5,107,118,20,3,2,31,6,10,23,4
4152,4153,37,23,150,72,3,15,15,2,2,4,4
4153,4154,15,15,15,37,23,23,1753,2994,2994,910,4
4154,4155,45,2291,2200,2181,694,694,910,5,694,910,4
4155,4156,2200,2291,910,694,2181,910,694,1894,694,910,4
4156,4157,5,112,261,2968,3,5,80,906,2,694,4
4157,4158,694,694,3013,910,694,910,694,1894,3,5,4
4158,4159,710,112,906,52,910,694,5,1940,586,1894,4
4159,4160,694,3,98,210,586,667,872,710,694,906,4
4160,4161,694,3013,39,21,27,3,30,10,39,33,4
4161,4162,6,85,9,4,6,39,39,254,67,15,4
4162,4163,139,72,112,15,72,15,2,4,15,67,4
4163,4164,15,366,366,1839,3,366,366,366,37,23,4
4164,4165,213,6,9,2,4,30,33,10,3,60,4
4165,4166,60,266,67,112,15,139,72,15,67,80,4
4166,4167,37,23,39,39,2993,1876,349,16,349,1161,4
4167,4168,1436,2998,16,1876,16,653,1161,1161,411,653,4
4168,4169,1628,16,1628,16,653,1161,2284,411,16,2284,4
4169,4170,653,411,66,653,66,411,411,1628,653,411,4
4170,4171,653,411,653,411,653,411,653,653,66,66,4
4171,4172,349,349,66,66,349,1878,69,1878,69,1878,4
4172,4173,69,619,1878,69,80,52,15,610,31,49,4
4173,4174,66,66,49,66,49,66,49,15,15,2,4
4174,4175,495,382,130,22,130,5,52,53,1068,3,4
4175,4176,45,22,53,3,15,22,5,18,3,17,4
4176,4177,15,85,107,968,107,5,20,22,3020,3,4
4177,4178,213,2,9,6,10,23,37,23,354,53,4
4178,4179,2224,4191,4801,2224,4902,107,184,261,41,37,4
4179,4180,23,52,85,2224,139,112,4210,579,2,502,4
4180,4181,496,672,604,579,31,207,4208,672,5,207,4
4181,4182,496,3,207,2,2,2,382,22,1559,1559,4
4182,4183,913,1559,18,5,382,17,1559,31,382,2207,4
4183,4184,2207,968,2,1559,382,382,5,17,2207,18,4
4184,4185,382,968,20,88,9,6,3,2,53,23,4
4185,4186,37,150,67,52,382,5,130,52,53,53,4
4186,4187,15,22,45,18,15,72,85,107,5,22,4
4187,4188,17,107,5,968,53,22,6,20,15,139,4
4188,4189,112,72,15,15,15,2,581,581,2,2,4
4189,4190,581,62,143,54,2,52,62,86,54,23,4
4190,4191,37,62,54,2,581,2,1416,1416,581,39,4
4191,4192,1416,39,2,4752,3,6,9,2,1416,1416,4
4192,4193,2,581,581,581,1416,2,1600,2,1600,1600,4
4193,4194,1600,1600,9,2,581,581,581,581,581,581,4
4194,4195,581,581,581,581,581,581,581,581,581,734,4
4195,4196,15,734,734,2,467,2,4879,2,62,54,4
4196,4197,86,62,86,2,54,86,62,62,2,62,4
4197,4198,86,2,1012,1012,1012,1012,1012,1012,1012,1012,4
4198,4199,1012,1012,10,3,9,2,15,15,72,2,4
4199,4200,112,139,15,15,37,23,23,2,3,6,4
4200,4201,535,467,2,2,62,54,54,54,54,62,4
4201,4202,86,86,52,62,54,54,86,62,54,143,4
4202,4203,62,2,1288,2,139,36,2,3,119,36,4
4203,4204,36,157,3,3,128,462,15,3,796,36,4
4204,4205,2,1951,1951,45,910,910,694,1288,910,694,4
4205,4206,2,112,872,1894,5,694,261,3,872,3,4
4206,4207,2,80,906,2968,2,105,37,23,2,1076,4
4207,4208,31,1718,1076,1076,170,80,1076,85,1076,3,4
4208,4209,2,2,1705,390,108,90,108,90,90,146,4
4209,4210,146,45,22,6,1705,22,18,5,22,17,4
4210,4211,5,22,90,53,107,85,15,107,2,59,4
4211,4212,3,136,59,136,5,170,20,2,601,648,4
4212,4213,648,358,648,926,358,926,557,557,743,601,4
4213,4214,557,706,2,36,172,410,157,410,172,3,4
4214,4215,36,410,3,172,172,36,3,203,22,31,4
4215,4216,6,10,36,3,460,3,36,192,979,344,4
4216,4217,294,36,3,3,36,36,3,3,539,36,4
4217,4218,3,36,470,2137,36,698,336,5,36,67,4
4218,4219,251,261,3,2,36,3,174,175,2,31,4
4219,4220,175,217,524,175,52,283,175,296,52,369,4
4220,4221,497,105,119,119,3,2,416,39,39,67,4
4221,4222,139,112,15,72,15,67,23,37,23,37,4
4222,4223,23,23,15,15,2,6,760,2,760,15,4
4223,4224,3,15,128,3,760,170,170,760,106,1865,4
4224,4225,5,212,2980,760,523,67,760,1660,217,15,4
4225,4226,239,298,5,3,9,2,6,10,2,1154,4
4226,4227,1154,3,1154,1154,3,9,2,10,6,37,4
4227,4228,23,23,80,52,2,108,118,72,15,90,4
4228,4229,390,90,45,17,18,594,102,22,90,5,4
4229,4230,5,107,107,118,251,85,2,20,59,3,4
4230,4231,59,31,136,59,52,261,174,3,9,31,4
4231,4232,2,80,15,52,610,31,150,39,39,60,4
4232,4233,60,266,69,69,163,67,67,15,72,15,4
4233,4234,2,4,15,23,37,23,23,15,80,52,4
4234,4235,15,52,39,39,2,30,3,10,33,6,4
4235,4236,31,150,9,4,80,39,39,39,39,254,4
4236,4237,67,80,52,15,72,67,52,52,610,31,4
4237,4238,23,37,23,85,80,610,150,150,72,15,4
4238,4239,15,15,838,2,59,31,3,3,136,59,4
4239,4240,59,5,5,59,37,23,23,2,23,846,4
4240,4241,2,15,846,846,2,104,2,682,932,104,4
4241,4242,682,3,136,932,104,682,2,2,104,59,4
4242,4243,2,36,840,2,230,281,36,2232,840,840,4
4243,4244,36,3,107,644,36,644,15,107,840,644,4
4244,4245,3,15,644,22,840,157,22,36,840,20,4
4245,4246,840,3,9,6,39,2,39,105,10,36,4
4246,4247,157,3,36,3,36,36,3,36,170,36,4
4247,4248,3,3,460,170,170,170,105,66,349,411,4
4248,4249,411,2284,66,1161,411,2998,1161,411,653,411,4
4249,4250,1161,349,653,1161,16,411,653,16,411,2993,4
4250,4251,653,16,411,1876,16,653,411,1436,411,1436,4
4251,4252,16,653,411,653,1876,16,411,653,1436,2000,4
4252,4253,16,411,2000,411,1436,1436,411,1923,411,66,4
4253,4254,411,66,411,411,411,411,411,411,411,411,4
4254,4255,411,349,66,66,9,36,3,3,299,299,4
4255,4256,2,31,175,296,283,217,175,52,296,369,4
4256,4257,23,37,23,105,119,52,497,3,2,175,4
4257,4258,2,296,175,2,2,1074,4796,1074,1074,1074,4
4258,4259,1074,1074,1074,1074,1074,9,10,6,60,60,4
4259,4260,266,15,72,15,23,37,23,80,85,52,4
4260,4261,15,15,2,36,3,36,157,3,36,3,4
4261,4262,36,460,3,15,5,251,251,9,6,3,4
4262,4263,2,105,2,656,1091,3,993,249,1064,656,4
4263,4264,2,656,106,106,656,1064,2,1091,1667,656,4
4264,4265,80,2971,239,539,993,656,45,17,6,22,4
4265,4266,18,5,993,15,107,22,85,22,107,5,4
4266,4267,20,2,59,3,59,31,59,136,59,136,4
4267,4268,261,261,174,2,1076,1718,1076,170,1076,170,4
4268,4269,170,1076,2,3,22,1718,874,13,1718,874,4
4269,4270,618,1718,1239,104,1239,104,932,3,104,136,4
4270,4271,1239,932,104,1239,104,1239,6,10,3,9,4
4271,4272,2,36,36,3,157,3,2,118,390,108,4
4272,4273,90,90,45,15,17,90,102,87,22,90,4
4273,4274,5,2,601,601,648,358,358,926,557,601,4
4274,4275,706,743,87,20,18,209,5,5,118,2,4
4275,4276,59,59,136,3,59,105,37,23,23,213,4
4276,4277,31,2,59,3,136,848,474,474,199,474,4
4277,4278,1238,474,1238,474,3,2,9,848,474,474,4
4278,4279,199,474,1238,2,2215,1341,4803,4759,1341,4259,4
4279,4280,2215,2215,3085,45,18,17,5,1726,1341,3,4
4280,4281,1726,2104,1433,1341,1726,1726,1341,1726,3,3,4
4281,4282,1341,2104,1433,1341,3085,3,2104,1433,4734,22,4
4282,4283,17,18,5,67,20,2,6,10,23,37,4
4283,4284,23,23,2,2212,104,136,104,3,2212,2212,4
4284,4285,2,59,59,3,136,2,59,3,59,136,4
4285,4286,2,3,2,139,112,1951,1288,9,2,1951,4
4286,4287,1288,15,72,3,2,9,2,768,768,31,4
4287,4288,261,768,119,701,768,4876,768,768,5,768,4
4288,4289,45,17,18,768,768,106,768,106,768,5,4
4289,4290,3167,523,5,106,22,768,5,1433,22,768,4
4290,4291,768,768,20,31,10,6,23,37,23,23,4
4291,4292,2,59,59,59,59,3,136,3,2,69,4
4292,4293,69,163,39,39,15,72,15,2,4,15,4
4293,4294,15,80,15,52,52,37,23,23,2,213,4
4294,4295,30,10,33,3,6,31,150,9,354,354,4
4295,4296,509,9,6,9,139,112,69,163,150,23,4
4296,4297,37,51,6,24,9,9,648,601,2,648,4
4297,4298,358,926,706,926,557,601,358,15,743,37,4
4298,4299,23,23,3,2,9,6,10,9,72,15,4
4299,4300,2,49,49,3,1575,2,2,3,3084,2987,4
4300,4301,1575,31,1575,2,175,217,296,175,283,524,4
4301,4302,52,369,119,119,3,2,9,4,416,416,4
4302,4303,39,39,67,72,15,15,2,3,1154,1154,4
4303,4304,15,3,1154,3,1154,15,67,2,877,1001,4
4304,4305,249,480,1696,3,1063,1333,689,276,276,877,4
4305,4306,225,225,944,689,1036,1309,3,276,759,1090,4
4306,4307,225,5,225,1090,37,23,23,3,9,2,4
4307,4308,10,6,59,2,31,1271,1047,246,710,246,4
4308,4309,112,246,246,2098,4177,80,3171,734,3171,3162,4
4309,4310,31,2988,1901,2146,1904,1901,2146,2988,1904,2146,4
4310,4311,1904,13,13,38,2974,3,38,2974,3,3,4
4311,4312,13,38,1047,209,2,4867,2,3,213,9,4
4312,4313,2,37,23,9,2,49,49,591,2,591,4
4313,4314,2,2,812,812,230,282,812,2995,230,812,4
4314,4315,307,2,812,49,22,85,49,812,53,49,4
4315,4316,812,213,3,9,149,2,49,49,49,2,4
4316,4317,49,49,69,3,104,339,2,136,3,339,4
4317,4318,339,3,9,2,3,23,37,52,85,9,4
4318,4319,52,80,52,15,72,31,15,72,52,9,4
4319,4320,610,31,149,150,72,15,15,2,1438,2489,4
4320,4321,1438,2,4727,2,1438,1438,2489,4704,1438,1438,4
4321,4322,2489,6,9,2,3,139,72,112,15,15,4
4322,4323,37,23,23,39,39,818,85,85,818,2970,4
4323,4324,2970,818,771,15,80,818,818,818,818,3155,4
4324,4325,3168,31,818,1737,52,1431,1737,2278,658,2991,4
4325,4326,39,39,69,69,163,354,509,354,37,23,4
4326,4327,23,112,72,15,139,15,39,39,39,39,4
4327,4328,67,72,15,15,2,4,15,15,67,39,4
4328,4329,15,37,23,23,2,30,3,33,51,10,4
4329,4330,28,24,39,6,9,3,9,37,23,9,4
4330,4331,9,23,37,80,52,85,9,37,23,23,4
4331,4332,9,9,37,23,23,4,39,39,15,72,4
4332,4333,15,2,4,15,15,37,23,2,30,3,4
4333,4334,9,33,10,6,9,9,4,60,60,266,4
4334,4335,1402,1402,509,509,1402,509,31,1402,39,509,4
4335,4336,1402,1402,509,1210,1210,556,52,52,1210,67,4
4336,4337,556,556,556,556,556,556,556,556,556,556,4
4337,4338,556,556,556,556,556,556,556,556,556,556,4
4338,4339,556,556,556,556,1210,39,254,67,37,23,4
4339,4340,23,15,72,2,4,15,15,112,139,80,4
4340,4341,6,9,2,3,10,21,4,80,52,15,4
4341,4342,85,610,610,31,149,23,37,23,69,163,4
4342,4343,69,49,2,69,49,2,591,591,52,3,4
4343,4344,2,9,85,37,23,139,112,150,39,39,4
4344,4345,69,163,3,15,72,15,15,37,23,23,4
4345,4346,2,1371,3022,4783,106,1371,1848,106,80,2694,4
4346,4347,3022,239,1204,523,631,1371,22,1371,52,172,4
4347,4348,172,67,85,52,3,6,9,633,2,633,4
4348,4349,633,633,633,23,37,23,633,23,37,23,4
4349,4350,37,23,37,67,15,15,72,15,2,4,4
4350,4351,15,15,15,67,15,37,23,23,2,80,4
4351,4352,52,15,21,27,39,30,3,9,10,33,4
4352,4353,85,80,6,31,149,39,9,150,4,39,4
4353,4354,39,687,349,349,349,349,349,67,838,67,4
4354,4355,52,23,37,23,15,72,15,2,1180,15,4
4355,4356,106,3,15,3,2123,2,1693,2,818,85,4
4356,4357,15,85,818,771,15,80,818,818,39,818,4
4357,4358,39,3155,2,118,90,688,108,118,390,90,4
4358,4359,298,5,22,90,17,84,108,18,107,5,4
4359,4360,15,45,5,102,90,108,22,84,118,20,4
4360,4361,3168,1079,9,3,2,31,1079,10,6,80,4
4361,4362,31,1180,10,6,818,1737,1431,1737,52,658,4
4362,4363,2278,1737,52,1142,2991,2,2,2,49,37,4
4363,4364,23,80,3,213,2,9,6,610,31,1693,4
4364,4365,687,1079,1079,1693,1693,1693,3020,37,23,23,4
4365,4366,72,15,2,2,104,1899,3,136,5,104,4
4366,4367,1899,150,3,2,213,9,52,150,610,67,4
